layer1,layer2,layer3,activation_function_layer1,activation_function_layer2,activation_function_layer3,dropout_layer1,dropout_layer2,dropout_layer3,layer1_regularizer,layer2_regularizer,layer3_regularizer,optimizer,autoencoder,balanced,formula,scaled,model_id,training_AUC,cutoff,training_AUC2,training_AUC_lower95CI,training_AUC_upper95CI,training_Accuracy,training_Sensitivity,training_Specificity,training_PPV,training_NPV,training_F1,test_Accuracy,test_Sensitivity,test_Specificity,test_PPV,test_NPV,test_F1,valid_Accuracy,valid_Sensitivity,valid_Specificity,valid_PPV,valid_NPV,valid_F1,name,worth_saving,training_time
2,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,37-SMOTE-1662049073,0.909546558070327,0.776981294155121,0.909546558070327,0.883205223791567,0.935887892349086,0.831858407079646,0.743362831858407,0.920353982300885,0.903225806451613,0.781954887218045,0.815533980582524,0.792307692307692,0.733333333333333,0.872727272727273,0.887096774193548,0.705882352941177,0.802919708029197,0.818181818181818,0.673469387755102,0.903614457831325,0.804878048780488,0.824175824175824,0.733333333333333,deeplearning_37-SMOTE-1662049073,TRUE,2.48467597166697
3,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,38-SMOTE-1662049075,0.917319288902812,0.506258130073547,0.917319288902812,0.892055273245143,0.94258330456048,0.845132743362832,0.814159292035398,0.876106194690266,0.867924528301887,0.825,0.840182648401827,0.846153846153846,0.866666666666667,0.818181818181818,0.866666666666667,0.818181818181818,0.866666666666667,0.856060606060606,0.897959183673469,0.831325301204819,0.758620689655173,0.932432432432432,0.822429906542056,deeplearning_38-SMOTE-1662049075,TRUE,1.73618167638779
4,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,39-SMOTE-1662049088,0.920256088965463,0.480306148529053,0.920256088965463,0.895400609971972,0.945111567958954,0.853982300884956,0.836283185840708,0.871681415929204,0.86697247706422,0.841880341880342,0.851351351351351,0.861538461538462,0.866666666666667,0.854545454545455,0.89041095890411,0.824561403508772,0.878378378378378,0.856060606060606,0.918367346938776,0.819277108433735,0.75,0.944444444444444,0.825688073394496,deeplearning_39-SMOTE-1662049088,TRUE,1.83318652311961
5,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,40-SMOTE-1662049092,0.906139869997651,0.64588463306427,0.906139869997651,0.878609763473979,0.933669976521322,0.845132743362832,0.79646017699115,0.893805309734513,0.882352941176471,0.814516129032258,0.837209302325582,0.853846153846154,0.84,0.872727272727273,0.9,0.8,0.868965517241379,0.848484848484848,0.816326530612245,0.867469879518072,0.784313725490196,0.888888888888889,0.8,deeplearning_40-SMOTE-1662049092,TRUE,54.3431725502014
6,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,41-SMOTE-1662049114,0.9148327981831,0.511640474200249,0.9148327981831,0.888906517860113,0.940759078506086,0.851769911504425,0.84070796460177,0.86283185840708,0.859728506787331,0.844155844155844,0.850111856823266,0.853846153846154,0.866666666666667,0.836363636363636,0.878378378378378,0.821428571428571,0.87248322147651,0.833333333333333,0.918367346938776,0.783132530120482,0.714285714285714,0.942028985507246,0.803571428571429,deeplearning_41-SMOTE-1662049114,TRUE,1.96444011926651
7,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,42-SMOTE-1662049114,0.926364633095779,0.531046152114868,0.926364633095779,0.902884810712594,0.949844455478963,0.86283185840708,0.845132743362832,0.880530973451327,0.876146788990826,0.85042735042735,0.86036036036036,0.846153846153846,0.853333333333333,0.836363636363636,0.876712328767123,0.807017543859649,0.864864864864865,0.833333333333333,0.857142857142857,0.819277108433735,0.736842105263158,0.906666666666666,0.792452830188679,deeplearning_42-SMOTE-1662049114,TRUE,2.11096610625585
8,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,43-SMOTE-1662049121,0.924798339729031,0.435515701770782,0.924798339729031,0.900879958320938,0.948716721137124,0.858407079646018,0.867256637168142,0.849557522123894,0.852173913043478,0.864864864864865,0.859649122807018,0.838461538461539,0.866666666666667,0.8,0.855263157894737,0.814814814814815,0.860927152317881,0.818181818181818,0.918367346938776,0.759036144578313,0.692307692307692,0.940298507462687,0.789473684210526,deeplearning_43-SMOTE-1662049121,TRUE,1.89493193626404
9,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,44-SMOTE-1662049124,0.922801315686428,0.56291937828064,0.922801315686428,0.898480849337386,0.94712178203547,0.858407079646018,0.831858407079646,0.88495575221239,0.878504672897196,0.840336134453782,0.854545454545455,0.846153846153846,0.853333333333333,0.836363636363636,0.876712328767123,0.807017543859649,0.864864864864865,0.825757575757576,0.836734693877551,0.819277108433735,0.732142857142857,0.894736842105263,0.780952380952381,deeplearning_44-SMOTE-1662049124,TRUE,1.93613189061483
10,0,0,sigmoid,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,45-SMOTE-1662049125,0.929790899835539,0.496745020151138,0.929790899835539,0.906707113868309,0.95287468580277,0.865044247787611,0.849557522123894,0.880530973451327,0.876712328767123,0.854077253218884,0.862921348314607,0.846153846153846,0.853333333333333,0.836363636363636,0.876712328767123,0.807017543859649,0.864864864864865,0.840909090909091,0.877551020408163,0.819277108433735,0.741379310344828,0.918918918918919,0.803738317757009,deeplearning_45-SMOTE-1662049125,TRUE,2.46706799666087
2,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,46-SMOTE-1662049133,0.900931944553215,0.55584442615509,0.900931944553215,0.872149972276567,0.929713916829862,0.84070796460177,0.809734513274336,0.871681415929204,0.863207547169811,0.820833333333333,0.835616438356164,0.869230769230769,0.866666666666667,0.872727272727273,0.902777777777778,0.827586206896552,0.884353741496599,0.856060606060606,0.877551020408163,0.843373493975904,0.767857142857143,0.921052631578947,0.819047619047619,deeplearning_46-SMOTE-1662049133,TRUE,48.8648569583893
3,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,47-SMOTE-1662049146,0.916085832876498,0.512068212032318,0.916085832876498,0.890475729667118,0.941695936085877,0.851769911504425,0.84070796460177,0.86283185840708,0.859728506787331,0.844155844155844,0.850111856823266,0.846153846153846,0.853333333333333,0.836363636363636,0.876712328767123,0.807017543859649,0.864864864864865,0.833333333333333,0.877551020408163,0.807228915662651,0.728813559322034,0.917808219178082,0.796296296296296,deeplearning_47-SMOTE-1662049146,TRUE,1.07758742570877
4,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,48-SMOTE-1662049179,0.918807267601222,0.53914949297905,0.918807267601222,0.894042673067047,0.943571862135396,0.847345132743363,0.823008849557522,0.871681415929204,0.865116279069767,0.831223628691983,0.843537414965986,0.838461538461539,0.826666666666667,0.854545454545455,0.885714285714286,0.783333333333333,0.855172413793104,0.840909090909091,0.836734693877551,0.843373493975904,0.759259259259259,0.897435897435898,0.796116504854369,deeplearning_48-SMOTE-1662049179,TRUE,1.24954535961151
5,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,49-SMOTE-1662049182,0.915224371524786,0.607092678546906,0.915224371524786,0.88984245479424,0.940606288255333,0.851769911504425,0.823008849557522,0.880530973451327,0.873239436619718,0.832635983263598,0.847380410022779,0.823076923076923,0.813333333333333,0.836363636363636,0.871428571428571,0.766666666666667,0.841379310344828,0.848484848484848,0.857142857142857,0.843373493975904,0.763636363636364,0.909090909090909,0.807692307692308,deeplearning_49-SMOTE-1662049182,TRUE,1.13409362634023
6,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,50-SMOTE-1662049198,0.919668728952933,0.443693846464157,0.919668728952933,0.895687072845791,0.943650385060075,0.845132743362832,0.836283185840708,0.853982300884956,0.851351351351351,0.839130434782609,0.84375,0.846153846153846,0.866666666666667,0.818181818181818,0.866666666666667,0.818181818181818,0.866666666666667,0.840909090909091,0.897959183673469,0.807228915662651,0.733333333333333,0.930555555555556,0.807339449541285,deeplearning_50-SMOTE-1662049198,TRUE,47.5512022972107
7,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,51-SMOTE-1662049211,0.908645939384447,0.709705531597138,0.908645939384447,0.881808147775497,0.935483730993397,0.84070796460177,0.769911504424779,0.911504424778761,0.896907216494845,0.798449612403101,0.828571428571429,0.830769230769231,0.786666666666667,0.890909090909091,0.907692307692308,0.753846153846154,0.842857142857143,0.833333333333333,0.775510204081633,0.867469879518072,0.775510204081633,0.867469879518072,0.775510204081633,deeplearning_51-SMOTE-1662049211,TRUE,30.2699320316315
8,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,52-SMOTE-1662049222,0.917534654240739,0.437978774309158,0.917534654240739,0.892985598271,0.942083710210478,0.842920353982301,0.849557522123894,0.836283185840708,0.838427947598253,0.847533632286996,0.843956043956044,0.846153846153846,0.853333333333333,0.836363636363636,0.876712328767123,0.807017543859649,0.864864864864865,0.833333333333333,0.877551020408163,0.807228915662651,0.728813559322034,0.917808219178082,0.796296296296296,deeplearning_52-SMOTE-1662049222,TRUE,54.1770238876343
9,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,53-SMOTE-1662049232,0.928929438483828,0.621237635612488,0.928929438483828,0.906806905253954,0.951051971713701,0.858407079646018,0.827433628318584,0.889380530973451,0.882075471698113,0.8375,0.853881278538813,0.853846153846154,0.813333333333333,0.909090909090909,0.924242424242424,0.78125,0.865248226950355,0.833333333333333,0.836734693877551,0.831325301204819,0.745454545454546,0.896103896103896,0.788461538461539,deeplearning_53-SMOTE-1662049232,TRUE,1.05056247313817
10,0,0,selu,relu,relu,0.1,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,54-SMOTE-1662049235,0.92587516641867,0.582381248474121,0.92587516641867,0.903042953162473,0.948707379674867,0.860619469026549,0.831858407079646,0.889380530973451,0.882629107981221,0.841004184100418,0.856492027334852,0.861538461538462,0.853333333333333,0.872727272727273,0.901408450704225,0.813559322033898,0.876712328767123,0.856060606060606,0.877551020408163,0.843373493975904,0.767857142857143,0.921052631578947,0.819047619047619,deeplearning_54-SMOTE-1662049235,TRUE,43.8921089172363
2,0,0,relu,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,55-SMOTE-1662049240,0.916076043542956,0.4515500664711,0.916076043542956,0.891533736246503,0.940618350839408,0.829646017699115,0.836283185840708,0.823008849557522,0.825327510917031,0.834080717488789,0.830769230769231,0.838461538461539,0.853333333333333,0.818181818181818,0.864864864864865,0.803571428571429,0.859060402684564,0.825757575757576,0.897959183673469,0.783132530120482,0.709677419354839,0.928571428571428,0.792792792792793,deeplearning_55-SMOTE-1662049240,TRUE,1.12053764263789
3,0,0,relu,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,56-SMOTE-1662049241,0.916105411543582,0.755242794752121,0.916105411543582,0.891426775880974,0.94078404720619,0.836283185840708,0.783185840707965,0.889380530973451,0.876237623762376,0.804,0.827102803738318,0.846153846153846,0.813333333333333,0.890909090909091,0.91044776119403,0.777777777777778,0.859154929577465,0.848484848484848,0.877551020408163,0.831325301204819,0.754385964912281,0.92,0.811320754716981,deeplearning_56-SMOTE-1662049241,TRUE,1.28497162262599
4,0,0,relu,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,57-SMOTE-1662049241,0.920843448977994,0.660855501890183,0.920843448977994,0.896754615796618,0.944932282159369,0.847345132743363,0.787610619469027,0.907079646017699,0.894472361809045,0.810276679841897,0.83764705882353,0.838461538461539,0.813333333333333,0.872727272727273,0.897058823529412,0.774193548387097,0.853146853146853,0.810606060606061,0.755102040816326,0.843373493975904,0.74,0.853658536585366,0.747474747474747,deeplearning_57-SMOTE-1662049241,TRUE,42.8852529525757
5,0,0,relu,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,58-SMOTE-1662049246,0.922331427676404,0.379761457443237,0.922331427676404,0.899510311392924,0.945152543959884,0.834070796460177,0.845132743362832,0.823008849557522,0.826839826839827,0.841628959276018,0.835886214442013,0.869230769230769,0.866666666666667,0.872727272727273,0.902777777777778,0.827586206896552,0.884353741496599,0.833333333333333,0.877551020408163,0.807228915662651,0.728813559322034,0.917808219178082,0.796296296296296,deeplearning_58-SMOTE-1662049246,TRUE,42.2720346450806
6,0,0,relu,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,59-SMOTE-1662049250,0.944024590805858,0.260951906442642,0.944024590805858,0.925234364991823,0.962814816619893,0.858407079646018,0.893805309734513,0.823008849557522,0.834710743801653,0.885714285714286,0.863247863247863,0.838461538461539,0.893333333333333,0.763636363636364,0.8375,0.84,0.864516129032258,0.757575757575758,0.897959183673469,0.674698795180723,0.619718309859155,0.918032786885246,0.733333333333333,deeplearning_59-SMOTE-1662049250,TRUE,59.9693610668182
7,0,0,relu,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,60-SMOTE-1662049254,0.92497454773279,0.514376759529114,0.92497454773279,0.90152797221631,0.948421123249271,0.853982300884956,0.823008849557522,0.88495575221239,0.877358490566038,0.833333333333333,0.849315068493151,0.876923076923077,0.88,0.872727272727273,0.904109589041096,0.842105263157895,0.891891891891892,0.840909090909091,0.836734693877551,0.843373493975904,0.759259259259259,0.897435897435898,0.796116504854369,deeplearning_60-SMOTE-1662049254,TRUE,33.0272951126099
8,0,0,relu,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,61-SMOTE-1662049273,0.937916046675542,0.276173382997513,0.937916046675542,0.917961390135444,0.957870703215641,0.853982300884956,0.893805309734513,0.814159292035398,0.827868852459016,0.884615384615385,0.859574468085106,0.869230769230769,0.906666666666667,0.818181818181818,0.871794871794872,0.865384615384615,0.888888888888889,0.787878787878788,0.918367346938776,0.710843373493976,0.652173913043478,0.936507936507937,0.76271186440678,deeplearning_61-SMOTE-1662049273,TRUE,43.9805192947388
9,0,0,relu,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,62-SMOTE-1662049276,0.946608974860992,0.200336903333664,0.946608974860992,0.928269958300957,0.964947991421026,0.878318584070797,0.929203539823009,0.827433628318584,0.843373493975904,0.921182266009852,0.884210526315789,0.853846153846154,0.906666666666667,0.781818181818182,0.85,0.86,0.87741935483871,0.734848484848485,0.918367346938776,0.626506024096386,0.592105263157895,0.928571428571429,0.72,deeplearning_62-SMOTE-1662049276,TRUE,46.3400979042053
10,0,0,relu,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,63-SMOTE-1662049279,0.952149737645861,0.678973734378815,0.952149737645861,0.934690335634088,0.969609139657635,0.882743362831858,0.84070796460177,0.924778761061947,0.917874396135266,0.853061224489796,0.877598152424942,0.853846153846154,0.813333333333333,0.909090909090909,0.924242424242424,0.78125,0.865248226950355,0.803030303030303,0.755102040816326,0.831325301204819,0.725490196078431,0.851851851851852,0.74,deeplearning_63-SMOTE-1662049279,TRUE,42.6939752101898
2,0,0,sigmoid,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,64-SMOTE-1662049284,0.906746808677265,0.642896890640259,0.906746808677265,0.879134789694222,0.934358827660309,0.838495575221239,0.783185840707965,0.893805309734513,0.880597014925373,0.804780876494024,0.82903981264637,0.853846153846154,0.826666666666667,0.890909090909091,0.911764705882353,0.790322580645161,0.867132867132867,0.871212121212121,0.877551020408163,0.867469879518072,0.796296296296296,0.923076923076923,0.83495145631068,deeplearning_64-SMOTE-1662049284,TRUE,1.70913826624552
3,0,0,sigmoid,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,65-SMOTE-1662049287,0.929693006500117,0.491579592227936,0.929693006500117,0.905878228099646,0.953507784900588,0.873893805309734,0.871681415929204,0.876106194690266,0.875555555555556,0.872246696035242,0.873614190687361,0.838461538461539,0.866666666666667,0.8,0.855263157894737,0.814814814814815,0.860927152317881,0.803030303030303,0.877551020408163,0.759036144578313,0.682539682539682,0.91304347826087,0.767857142857143,deeplearning_65-SMOTE-1662049287,TRUE,1.90131436983744
4,0,0,sigmoid,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,66-SMOTE-1662049288,0.933608739916986,0.463909104466438,0.933608739916986,0.91078644845512,0.956431031378853,0.869469026548673,0.880530973451327,0.858407079646018,0.861471861471861,0.877828054298643,0.87089715536105,0.853846153846154,0.88,0.818181818181818,0.868421052631579,0.833333333333333,0.874172185430464,0.803030303030303,0.918367346938776,0.734939759036145,0.671641791044776,0.938461538461539,0.775862068965517,deeplearning_66-SMOTE-1662049288,TRUE,2.75792932113012
5,0,0,sigmoid,relu,relu,0,0,0,FALSE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,67-SMOTE-1662049295,0.900873208551962,0.716125667095184,0.900873208551962,0.872231270801357,0.929515146302567,0.838495575221239,0.769911504424779,0.907079646017699,0.892307692307692,0.797665369649805,0.826603325415677,0.838461538461539,0.813333333333333,0.872727272727273,0.897058823529412,0.774193548387097,0.853146853146853,0.863636363636364,0.795918367346939,0.903614457831325,0.829787234042553,0.882352941176471,0.8125,deeplearning_67-SMOTE-1662049295,TRUE,37.0417795181274
